dt,datetime,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1751529600,2025-07-03 08:00:00,3.0,72.48,0.0,0.08,42.43,0.31,17.22,73.66,0.0
1751533200,2025-07-03 09:00:00,3.0,71.75,0.0,0.08,41.98,0.32,17.49,75.63,0.0
1751536800,2025-07-03 10:00:00,3.0,71.1,0.0,0.08,41.65,0.34,18.09,78.08,0.0
1751540400,2025-07-03 11:00:00,3.0,70.62,0.0,0.09,41.61,0.34,18.62,79.83,0.0
1751544000,2025-07-03 12:00:00,3.0,70.47,0.0,0.09,41.89,0.34,19.03,80.7,0.0
1751547600,2025-07-03 13:00:00,3.0,70.46,0.0,0.1,42.27,0.35,19.37,80.38,0.0
1751551200,2025-07-03 14:00:00,3.0,70.76,0.0,0.11,42.53,0.35,19.71,80.63,0.0
1751554800,2025-07-03 15:00:00,3.0,71.0,0.0,0.11,42.69,0.35,19.88,81.04,0.0
1751558400,2025-07-03 16:00:00,3.0,71.17,0.0,0.11,42.74,0.34,19.85,80.89,0.0
1751562000,2025-07-03 17:00:00,3.0,71.54,0.0,0.11,43.01,0.35,19.83,80.51,0.0
1751565600,2025-07-03 18:00:00,3.0,72.05,0.0,0.11,43.48,0.35,19.63,78.43,0.0
1751569200,2025-07-03 19:00:00,3.0,72.54,0.0,0.1,43.98,0.36,19.41,75.39,0.0
1751572800,2025-07-03 20:00:00,3.0,72.77,0.0,0.1,44.35,0.35,19.51,73.52,0.0
1751576400,2025-07-03 21:00:00,3.0,72.65,0.0,0.1,44.28,0.35,20.28,75.94,0.0
1751580000,2025-07-03 22:00:00,3.0,72.46,0.0,0.1,44.02,0.35,21.24,79.14,0.03
1751583600,2025-07-03 23:00:00,3.0,72.3,0.0,0.1,43.74,0.35,22.16,82.2,0.07
1751587200,2025-07-04 00:00:00,3.0,71.91,0.0,0.1,43.32,0.36,23.28,85.87,0.08
1751590800,2025-07-04 01:00:00,3.0,71.64,0.0,0.1,43.04,0.35,24.07,85.36,0.08
1751594400,2025-07-04 02:00:00,3.0,71.51,0.0,0.1,42.69,0.35,24.64,82.93,0.07
1751598000,2025-07-04 03:00:00,3.0,71.46,0.0,0.11,42.39,0.34,25.13,81.41,0.07
1751601600,2025-07-04 04:00:00,3.0,71.49,0.0,0.12,42.17,0.33,25.55,83.28,0.06
1751605200,2025-07-04 05:00:00,3.0,71.52,0.0,0.11,42.02,0.33,25.91,86.86,0.04
1751608800,2025-07-04 06:00:00,3.0,71.58,0.0,0.11,41.94,0.32,26.15,89.33,0.03
1751612400,2025-07-04 07:00:00,3.0,71.82,0.0,0.1,42.15,0.31,26.08,88.19,0.06
1751616000,2025-07-04 08:00:00,3.0,72.3,0.0,0.09,42.55,0.29,25.99,85.04,0.09
1751619600,2025-07-04 09:00:00,3.0,72.47,0.0,0.09,42.76,0.28,26.33,83.79,0.11
1751623200,2025-07-04 10:00:00,3.0,72.96,0.01,0.08,43.28,0.27,27.0,84.91,0.12
1751626800,2025-07-04 11:00:00,3.0,73.55,0.0,0.08,44.13,0.26,27.8,87.29,0.12
1751630400,2025-07-04 12:00:00,3.0,74.6,0.0,0.09,45.54,0.25,28.59,90.14,0.12
1751634000,2025-07-04 13:00:00,3.0,76.15,0.0,0.09,47.32,0.24,29.31,93.89,0.1
1751637600,2025-07-04 14:00:00,4.0,77.66,0.0,0.09,49.12,0.24,30.35,100.2,0.09
1751641200,2025-07-04 15:00:00,4.0,78.89,0.0,0.1,50.75,0.25,31.52,107.64,0.06
1751644800,2025-07-04 16:00:00,4.0,79.65,0.0,0.09,51.95,0.27,32.28,113.9,0.04
1751648400,2025-07-04 17:00:00,4.0,80.06,0.0,0.09,52.67,0.3,32.7,119.11,0.02
1751652000,2025-07-04 18:00:00,4.0,80.13,0.0,0.1,53.13,0.33,32.82,123.95,0.0
1751655600,2025-07-04 19:00:00,4.0,79.78,0.0,0.1,53.32,0.37,32.59,127.94,0.0
1751659200,2025-07-04 20:00:00,4.0,79.14,0.0,0.1,53.24,0.39,31.89,129.35,0.0
1751662800,2025-07-04 21:00:00,4.0,78.07,0.0,0.1,52.73,0.41,31.42,130.76,0.0
1751666400,2025-07-04 22:00:00,4.0,77.02,0.0,0.1,52.28,0.41,30.79,130.29,0.0
1751670000,2025-07-04 23:00:00,4.0,76.17,0.0,0.1,52.19,0.4,29.63,124.79,0.0
1751673600,2025-07-05 00:00:00,4.0,75.53,0.0,0.1,52.31,0.39,28.6,119.06,0.0
1751677200,2025-07-05 01:00:00,4.0,74.89,0.0,0.1,52.75,0.38,27.77,110.42,0.0
1751680800,2025-07-05 02:00:00,4.0,74.83,0.0,0.1,53.19,0.37,28.25,106.61,0.0
1751684400,2025-07-05 03:00:00,4.0,75.18,0.0,0.11,53.82,0.36,29.7,108.81,0.0
1751688000,2025-07-05 04:00:00,4.0,76.08,0.0,0.11,54.61,0.36,31.84,120.14,0.0
1751691600,2025-07-05 05:00:00,4.0,77.1,0.0,0.1,55.43,0.36,34.13,136.97,0.0
1751695200,2025-07-05 06:00:00,4.0,78.23,0.01,0.09,56.24,0.37,36.15,153.78,0.0
1751698800,2025-07-05 07:00:00,4.0,79.58,0.01,0.08,56.84,0.37,37.71,164.43,0.0
1751702400,2025-07-05 08:00:00,4.0,80.88,0.01,0.07,57.45,0.37,39.07,171.18,0.0
1751706000,2025-07-05 09:00:00,4.0,82.38,0.01,0.07,58.12,0.37,40.39,176.64,0.0
1751709600,2025-07-05 10:00:00,4.0,84.34,0.0,0.07,59.1,0.37,42.1,186.68,0.0
1751713200,2025-07-05 11:00:00,4.0,85.67,0.0,0.07,60.1,0.38,43.43,192.75,0.0
1751716800,2025-07-05 12:00:00,4.0,86.16,0.0,0.08,60.95,0.39,43.32,186.7,0.0
1751720400,2025-07-05 13:00:00,4.0,86.08,0.0,0.09,62.2,0.4,41.55,171.41,0.0
1751724000,2025-07-05 14:00:00,4.0,84.99,0.0,0.1,62.66,0.42,38.32,150.31,0.0
1751727600,2025-07-05 15:00:00,4.0,82.47,0.0,0.11,61.13,0.44,34.48,127.55,0.0
1751731200,2025-07-05 16:00:00,4.0,79.07,0.0,0.11,58.06,0.47,31.28,109.16,0.0
1751734800,2025-07-05 17:00:00,3.0,75.71,0.0,0.11,54.47,0.5,29.3,98.09,0.0
1751738400,2025-07-05 18:00:00,3.0,73.16,0.0,0.12,51.31,0.53,28.53,94.5,0.0
1751742000,2025-07-05 19:00:00,3.0,71.65,0.0,0.13,49.64,0.55,28.92,98.07,0.0
1751745600,2025-07-05 20:00:00,4.0,71.22,0.0,0.13,49.59,0.57,30.54,108.14,0.0
1751749200,2025-07-05 21:00:00,4.0,71.51,0.0,0.13,50.18,0.59,32.89,120.52,0.0
1751752800,2025-07-05 22:00:00,4.0,71.62,0.0,0.13,50.79,0.6,35.14,131.67,0.0
1751756400,2025-07-05 23:00:00,4.0,71.84,0.0,0.13,51.45,0.61,36.69,140.76,0.0
1751760000,2025-07-06 00:00:00,4.0,72.12,0.0,0.12,52.23,0.61,37.51,150.24,0.0
1751763600,2025-07-06 01:00:00,4.0,72.48,0.0,0.11,53.56,0.61,38.41,167.59,0.0
1751767200,2025-07-06 02:00:00,4.0,72.54,0.0,0.11,54.8,0.6,38.98,185.48,0.0
1751770800,2025-07-06 03:00:00,4.0,71.99,0.0,0.11,54.7,0.6,37.74,185.95,0.0
1751774400,2025-07-06 04:00:00,4.0,71.22,0.0,0.1,54.07,0.59,35.71,176.5,0.0
1751778000,2025-07-06 05:00:00,4.0,70.66,0.01,0.09,53.07,0.59,33.36,163.76,0.0
1751781600,2025-07-06 06:00:00,4.0,70.06,0.01,0.08,51.58,0.58,31.34,152.86,0.0
1751785200,2025-07-06 07:00:00,4.0,69.36,0.01,0.07,49.99,0.59,29.98,146.22,0.0
1751788800,2025-07-06 08:00:00,4.0,69.0,0.01,0.06,48.58,0.59,29.34,143.74,0.0
1751792400,2025-07-06 09:00:00,4.0,68.97,0.01,0.06,47.69,0.6,29.08,142.97,0.0
1751796000,2025-07-06 10:00:00,4.0,69.54,0.01,0.06,47.44,0.6,28.91,141.67,0.0
1751799600,2025-07-06 11:00:00,4.0,70.69,0.01,0.07,47.91,0.6,28.93,141.4,0.0
1751803200,2025-07-06 12:00:00,4.0,72.19,0.0,0.08,48.84,0.6,29.56,144.67,0.0
1751806800,2025-07-06 13:00:00,4.0,73.34,0.0,0.09,49.52,0.61,30.34,147.58,0.0
1751810400,2025-07-06 14:00:00,4.0,73.31,0.0,0.11,48.95,0.61,30.75,146.86,0.0
1751814000,2025-07-06 15:00:00,4.0,72.51,0.0,0.11,47.78,0.62,30.89,144.89,0.0
1751817600,2025-07-06 16:00:00,4.0,71.68,0.0,0.11,47.17,0.62,31.49,145.83,0.0
1751821200,2025-07-06 17:00:00,4.0,71.81,0.0,0.12,47.98,0.62,33.27,156.47,0.0
1751824800,2025-07-06 18:00:00,4.0,72.46,0.0,0.12,49.72,0.61,36.17,176.61,0.0
1751828400,2025-07-06 19:00:00,5.0,73.16,0.0,0.12,51.59,0.61,39.48,203.48,0.0
1751832000,2025-07-06 20:00:00,5.0,73.26,0.0,0.12,52.64,0.61,41.85,223.96,0.0
1751835600,2025-07-06 21:00:00,5.0,72.53,0.0,0.12,52.62,0.62,42.28,228.76,0.0
1751839200,2025-07-06 22:00:00,5.0,71.69,0.0,0.12,52.51,0.63,41.21,221.04,0.0
1751842800,2025-07-06 23:00:00,5.0,71.34,0.0,0.12,53.07,0.64,39.16,201.03,0.0
1751846400,2025-07-07 00:00:00,4.0,71.77,0.0,0.12,54.59,0.62,38.01,181.18,0.0
1751850000,2025-07-07 01:00:00,4.0,72.17,0.0,0.12,55.72,0.61,37.19,169.14,0.0
1751853600,2025-07-07 02:00:00,4.0,72.2,0.0,0.12,55.67,0.6,36.63,167.5,0.0
1751857200,2025-07-07 03:00:00,4.0,72.11,0.0,0.12,55.08,0.6,36.49,172.79,0.0
1751860800,2025-07-07 04:00:00,4.0,72.26,0.0,0.12,54.81,0.59,36.62,179.31,0.0
1751864400,2025-07-07 05:00:00,4.0,72.53,0.01,0.11,54.82,0.57,36.71,183.24,0.0
1751868000,2025-07-07 06:00:00,4.0,72.8,0.01,0.1,54.9,0.55,36.6,183.08,0.0
1751871600,2025-07-07 07:00:00,4.0,73.22,0.01,0.09,55.04,0.53,36.27,179.36,0.0
